,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
222,Senior Java Software Engineer (Portland/San Jose/Austin),$36K-$67K (Glassdoor est.),"Power the Possibilities
The CDK Global technology team is looking for collaborative innovators who are passionate about making their mark on emerging enterprise software products. We’re building and developing cloud technology for the automotive retail industry
that will change the landscape for automotive dealers, original equipment manufacturers (OEMs) and the customers they serve.

Be Part of Something Bigger
Each year, more than three percent of the U.S. gross domestic product (GDP) is attributed to the auto industry, which flows through our customer, the auto dealer. It’s time you joined an evolving marketplace where research and development
investment is measured in the tens of billions. It’s time you were a part of something bigger.

We’re expanding our workforce – engineers, architects, developers and more – onboarding early adopters who can optimize, pivot and keep pace with ever-evolving development roadmaps and applications.

Join Our Team
Growth potential, flexibility and material impact on the success and quality of a next-gen, enterprise software product make CDK an excellent choice for those who thrive in challenging, fast-paced engineering environments.
The possibilities for impact are endless. We have exceptional opportunities to evolve our industry by driving change through new technology.

If you’re ready for high-impact, you’re ready for CDK.

Summary:

We are looking for an experienced software engineer to help develop industry leading applications for the automotive industry.

POSITION CAN BE BASED IN PORTLAND/ SAN JOSE/AUSTIN

Qualifications:
BS Degree in Computer Science or related fields
5 years of web application development
Solid knowledge of Java and PHP with respect to development, testing, deployment, and performance tuning
2 years react.js
2 years AWS Experience
Experience with MicroService architecture
Experience with SQL and NoSQL databases a plus
Growth Mindset
Collaborative problem solving ability and self-motivated
Understanding of utilizing Agile and Scrum methodologies
Responsibilities:
Participate in regular sprint planning, retrospective, and review meetings, with teams in US and remote teams
Support production issue resolutions per need
Participate in the development lifecycle with a focus on developing new features and functionalities for enterprise software solutions, encompassing service layers, integration, user interfaces and data
Propose product enhancements and the adoption of new features, including new technologies
Create and design programming code
Make recommendations on how software features and functionality can best be utilized by the end-user
Define data architecture; integrate work with web
Assess issues and follow established protocol for problem resolution
CDK Global knows you have passions outside of work. You have family, friends, sporting events, and lots of things going on. That’s why we offer a comprehensive benefits package to not only take care of you but your family as well. All of our benefits are effective the first day of employment including 401K matching, paid time off to re-energize, donate your time to volunteer in your community, and tuition reimbursement to name a few.

At CDK, we pride ourselves on having a diverse workforce. We value and celebrate the uniqueness of individuals and the different perspectives they provide. We offer equal opportunity employment regardless of race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability status, age, marital status, or protected veteran status.",4.5,"CDK
4.5","Portland, OR","Latina, Italy",Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1
223,Lead Software Engineer,$36K-$67K (Glassdoor est.),"OverviewIf you(TM)re a Lead Software Engineer with at least ten years experience in software engineering and you(TM)re looking for a new challenge. As a Lead Software Engineer, you'll support the development team to create objectives for software requirements. You(TM)ll collaborate across a diverse team of technologists, designers, business customers, and product owners to produce creative software solutions. You(TM)ll work closely with our clinical and business partners to ensure the delivery of quality care across all our channels including digital and retail.

Requirements

Coordinate with Product Development to refine quality Software Requirements
Create actionable objectives from Software Requirements
Mentoring Software Engineers
Program software applications using a variety of modern stable and cutting edge languages and frameworks across the full application stack (Java, JavaScript, Groovy, NodeJS, Kotlin, Scala, Spring, Vue, React, Polymer, etc.)
Proficiency in responsive design patterns
Proficiency in modern HTML & Javascript frameworks
Develop and maintain automation of unit, integration and functional system tests(JUnit, Spock, Cucumber Selenium, Geb, Jest, Sinon, Protractor etc)
Configure application infrastructure using configuration as code practices to support a continuous integration, delivery and deployment environment (Jenkins Pipeline, CloudFormation, TerraForm, Docker, Kubernetes, etc.)
Experience with integration/enterprise testing
Computer science degree or related experience
Authorized to work in the U.S.",5.0,"Professional Resource Group
5.0","Portland, OR","Spring, TX",1 to 50 employees,-1,Company - Private,Advertising & Marketing,Business Services,Less than $1 million (USD),-1
224,Sr Software Engineer,$36K-$67K (Glassdoor est.),"Scopeand Responsibilities:
As a Senior Software Engineer, you will join a team of engineers, scrum masters
and product owners to envision and deliver robust applications and services
that bring our omni-channel solutions to the next level. This role will be
involved in designing and building secure, highly scalable and innovative
services in a continuous delivery model on our cloud platform.

Requirements


Qualifications
o Ability to write robust code in Python and Java
o Experience in microservice architecture, domain driven design, and RESTful
APIs
o Hands-on experience working in a distributed/cloud-based environment (AWS
preferred) with high transaction volumes
o Experience with Spring framework and Spring Boot

o Familiarity with machine
learning frameworks (like Keras or PyTorch) and libraries (like scikit-learn)
o Solid foundation in data structures, algorithms and architecture patterns
o Ability to define solutions, provide estimates of effort and risk, and
evaluate technical feasibility
o Proficient with DevOps, modern build strategies, continuous integration, unit
testing, and automated integration tests
o Experience with NoSQL data stores to ensure data storage is designed for
security, reliability, availability, maintainability, and performance",4.6,"BizTek People, Inc.
4.6","Beaverton, OR","Portland, OR",51 to 200 employees,2010,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1
225,"Senior Software Engineer, Mobile (ReactNative iOS/Android)",$36K-$67K (Glassdoor est.),"Senior Software Engineer, Mobile (ReactNative – iOS/Android)

Healthcare workers are our heroes. Our easy to use COVID-19 screening tools, as well as Remote Patient Monitoring and Patient Engagement platform enable healthcare workers to extend their capacity remotely and safely. At the heart of this platform are our engineers who build the tools and technology-enabled experiences that help healthcare providers to better manage the needs of their patients.

Do you want to join in the fight against COVID-19? We're hiring experienced software engineers who are looking for new challenges at a fast-growing, digital health startup. You’ll have a direct impact on the optimize.health platform and will be quickly given ownership of a large part of our codebase. You'll be focused on building user-facing mobile apps and mobile web applications that interface with hardware sensors via Bluetooth technology, as well as building out other patient-specific mobile experiences.

You must have experience working on an agile software team that has developed and shipped software to users. You must have a natural product intuition, work harder, faster and smarter without sacrificing technical excellence. As a mobile software engineer, you will have direct impact on our mobile applications. You will work alongside other engineers working on different layers of the infrastructure. Therefore, a commitment to collaborative problem solving, sophisticated design and creation of quality products is essential to be successful in this role.

Here is what an ideal candidate looks like to us:
Education and Experience
Bachelor’s degree in Computer Science/Engineering, or other relevant discipline
In lieu of a formal “degreed” education, an equivalent combination of experience would meet this requirement
At least 3 years of experience building scalable mobile applications
Preference given for a great demo or portfolio of past work
Must have Skills
3 years professional software development experience developing on mobile devices (iOS/Android).
Solid grasp of ReactNative, JavaScript and ECMAScript.
Experience with the Bluetooth stack on iOS/Android.
iOS/Android testing and debugging.
Familiarity with offline storage, threading and performance tuning
Knowledge of RESTful APIs to connect to back-end services
Solid understanding of Apple (& Google/Android) design principles and interface guidelines
Knack for benchmarking and optimization
Proficient with continuous integration and code versioning tools (Git)
Familiarity with cloud messaging APIs and push notifications
Understanding of the Apple AppStore & Google Play store publishing process and nuances.
Bonus Points For
Sharing your GitHub account or other public code repository
Advanced knowledge of CSS (as well as CSS preprocessing)
Advanced knowledge of iOS and Android Developer Tools
Experience with mobile performance testing
Continuous integration e.g. CircleCI
About you:
Fast Learner
You should be able to adapt quickly to meet the needs of our growing business environment.
You must have advanced knowledge of mobile architecture.
You’ve been challenged in the past and proved you were capable meeting those challenges.
Fearlessness
You think a working proof of concept is the best way to make a point.
You strive on proving that speed and quality have absolutely no conflicts, so you take the leap to wow us at every opportunity.
Strong Technical Chops and Passion for Your Work.
Staying on top of the latest software architectural trends is your passion.
You enjoy writing code and would spend hours doing so, even if you weren’t getting paid…we’ll still pay you though.
Startup Culture
We work hard and when celebration is due, we play hard, of course!
You must be a team player while also being comfortable taking initiative and speaking up if you see a better way to solve a problem.
You’re excited by the idea that nothing is holding you back at optimize.health. If you can execute on a better idea, then you’ll be encouraged to do so.
Working on a small team is appealing to you, as is the idea of growing that team larger.
Appreciates Good Design; Focused On Delighting The User
At optimize.health, we wear various hats, but one common quality we all possess is an eye for good design.
You must understand requirements beyond the written word.
Whatever you work on, you should bring an attention to detail with the end goal of producing a product that will elicit customer delight.",3.9,"optimize.health
3.9","Portland, OR","Louisville, KY",5001 to 10000 employees,1798,College / University,Colleges & Universities,Education,$500 million to $1 billion (USD),-1
226,"Senior Software Engineer, Data Platform",$36K-$67K (Glassdoor est.),"Share this job

Location

Vancouver
Department

Engineering
Type

full-time
Requisition ID

6964

Apply now

Role description


Our Data Platform team at Unity empowers teams across our AI@Unity department to leverage the terabytes of data our company ingests, processes, and builds infrastructure around to do their best work. From simulations to asset store recommendations to in-editor personalization, we create the foundation that allows other teams at Unity to create best in class services and tools for Unity users.

As a Senior Engineer with us, you can expect to partner closely with other engineers, product specialists, and data experts to research, prototype, and develop world-class data applications, services, and pipelines around our more than 60 billion daily data events!

Responsibilities
Design, develop, own, and operate a world-class large-scale data platform
Contribute to the architecture and development of large-scale distributed systems
Collaborate cross-functionally to identify opportunities across Unity for data-driven solutions
Champion development best practices that ensure quality and velocity within the team
Develop Machine Learning infrastructure systems
Requirements
Expertise in Scala, Python, Go, C#, or Java
Extensive experience in building performant, robust, large scale data/distributed systems
Extensive experience with a major cloud service provider such as GCP AWS, and Azure
Superb communication skills
Significant experience with large scale data systems and related technologies
Significant experience in architecting data solutions
Bonus Points
Experience with deep learning or machine learning
Who we are

Unity is the creator of the world’s leading real-time 3D development platform, giving users the most powerful and accessible tools to create, operate, and monetize experiences for the real-time world. Unity empowers anyone, regardless of skill level and industry, to create 3D visual content using world-class technology, operate using resources that maximize ease-of-use, and monetize, so that they can find success with their creations.

The company’s 1,000 person development team keeps Unity at the forefront of development by working alongside partners such as Google, Oculus, Autodesk, Microsoft and many more, to ensure optimized support for the latest releases and platforms. Made with Unity experiences reach nearly 3 billion devices worldwide and have been installed more than 34 billion times in the last 12 months. For more information, please visit www.unity.com.

Unity is an equal opportunity employer committed to fostering an inclusive, innovative environment with the best employees. Therefore, we provide employment opportunities without regard to age, race, color, ancestry, national origin, religion, disability, sex, gender identity or expression, sexual orientation, or any other protected status in accordance with applicable law. If there are preparations we can make to help ensure you have a comfortable and positive interview experience, please let us know.

Headhunters and recruitment agencies may not submit resumes/CVs through this Web site or directly to managers. Unity does not accept unsolicited headhunter and agency resumes. Unity will not pay fees to any third-party agency or company that does not have a signed agreement with Unity.

#SEN",4.3,"Unity Technologies
4.3","Vancouver, WA","San Francisco, CA",1001 to 5000 employees,2005,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,"Epic Games, Electronic Arts, Zynga"
227,Senior Software Engineer Java,$36K-$67K (Glassdoor est.),"StrongBox Data Solutions is building a team to expand our StrongLink software. StrongLink is a disruptive technology which brings the power of metadata and machine learning to autonomous data management across heterogeneous storage platforms.

We strive for excellence and seek like minded individuals to join our team. We are seeking bright, passionate individuals who
want to work on new and disruptive technologies, and who enjoys dynamic environment where they can directly impact that next generation technology. If you enjoy challenges in a fast pace company, we welcome your application.

We are currently seeking Senior Software Engineers with:

Requirements
You will be part of a team that architects and develops a new platform for StrongBox Data Solutions that is able to reach unparalleled scale, performance, intelligence and reliability in a complex data environment. This platform will become the launching point for the next set of the company’s products and will stretch you to create learning models, advanced data analytics and other game changing production ready capabilities.
Minimum 8 years Java development in high performance data oriented environments
Advanced Java development experience in Java 8+ (streaming, functional interfaces)
Advanced Java concurrency, lock-free algorithms, distributed systems development
Hands-on with NoSQL database operations from Java
Server side API development using RESTful JSON web services
Proven experience using multiple repository git workflows
Proven desire to develop extensive complex testing around your work
Recent experience in an Agile Scrum based development organization using JIRA or equivalent
Comfortable in a CI/CD based workflow
BS/MS degree in Computer Science, Engineering or a related subject
Track record of delivering value without constant supervision
Preferred Experience:
Hands-on Kafka/Zookeeper or other modern messaging systems
AWS experience with S3, Lambda, EC2, ECS
Experience with the OpenAPI specification
Plus: experience with Big Data, large scale analytics
SOLID/TDD principals
Benefits
SBDS offers a comprehensive benefits package",3.6,"StrongBox Data Solutions
3.6","Portland, OR","Montreal, Canada",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
228,Front End UI Developer II (Portland/San Jose/Austin),$36K-$67K (Glassdoor est.),"Power the Possibilities
The CDK Global technology team is looking for collaborative innovators who are passionate about making their mark on emerging enterprise software products. We’re building and developing cloud technology for the automotive retail industry
that will change the landscape for automotive dealers, original equipment manufacturers (OEMs) and the customers they serve.

Be Part of Something Bigger
Each year, more than three percent of the U.S. gross domestic product (GDP) is attributed to the auto industry, which flows through our customer, the auto dealer. It’s time you joined an evolving marketplace where research and development
investment is measured in the tens of billions. It’s time you were a part of something bigger.

We’re expanding our workforce – engineers, architects, developers and more – onboarding early adopters who can optimize, pivot and keep pace with ever-evolving development roadmaps and applications.

Join Our Team
Growth potential, flexibility and material impact on the success and quality of a next-gen, enterprise software product make CDK an excellent choice for those who thrive in challenging, fast-paced engineering environments.
The possibilities for impact are endless. We have exceptional opportunities to evolve our industry by driving change through new technology.

If you’re ready for high-impact, you’re ready for CDK.

Position Summary:

The Drive Flex team is seeking a Front-End engineer to help take our premier SaaS-based Dealer Management Solution (DMS) to the next level. It's built using React on the Front-End complimented by a micro-services architecture on the back-end built on Java running in containers on AWS. We're an agile shop so comfort/experience with that development process is a must.

POSITION CAN BE BASED IN PORTLAND/SAN JOSE/AUSTIN

Overall Responsibilities:
Participate in the Software Development Life Cycle (SDLC) developing new features and functionalities for large-scale enterprise software solutions, encompassing service layers, integration, user interfaces, and data.
Perform software design, development, testing, documentation, code review, and analysis. This will be biased towards the back-end but full-stack experience is also encouraged/welcomed!
Implement technical solutions that satisfy business requirements for function, performance, security, and maintainability.
Document software deliverables through use cases, design documents, and technical specifications. This includes helping with story creation, acceptance criteria, QA and overall end-to-end testing.
Perform gap analysis and document findings.
Create and design programming code.
Education Requirements:
Bachelor’s degree, or equivalent experience, in Computer Science, Engineering, or related field with at least 3 years of programming experience or a Master’s degree.
Experience Requirements:
Front-end development, preferably in React JS. We'll consider folks that have a background in Angular but understand we're a React shop.
JavaScript, JSON, HTML, CSS
CSS-in-JS styling frameworks, including Styled Components, BEM, and CSS Modules
Component design, Redux, and testing patterns
REST APIs
React Tesing Library (RTL) and/or some other testing solutions such as Enzyme
SaaS application engineering
Jira and its effective usage for the management of software projects.
Nice to have -- familiarity with the Attlassian suite -- Confluence, Bitbucket, Bamboo
Who do we look for? We look for people with the right cultural fit. That means being passionate and enthusiastic and having what it takes to drive our business forward. We also look for people who are keen to develop new knowledge and skills, because our growth is ultimately dependent on yours. Finally, we look for leaders; people that will own their solutions, take initiative, drive change and champion excellence.

What can we offer you? To help us attract and retain the best, we pay people according to performance, not tenure. Excel in your role here and the rewards will be excellent too. We will also help you to grow your career, not only through focused investment in learning and development but also by enabling you to explore the opportunities our global market has to offer. Start your Journey with CDK Global.

CDK Global knows you have passions outside of work. You have family, friends, sporting events, and lots of things going on. That’s why we offer a comprehensive benefits package to not only take care of you but your family as well. All of our benefits are effective the first day of employment including 401K matching, paid time off to re-energize, donate your time to volunteer in your community, and tuition reimbursement to name a few.

At CDK, we pride ourselves on having a diverse workforce. We value and celebrate the uniqueness of individuals and the different perspectives they provide. We offer equal opportunity employment regardless of race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability status, age, marital status, or protected veteran status.",4.5,"CDK
4.5","Portland, OR","Latina, Italy",Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1
229,Senior .NET Developer (Remote Opportunity),$36K-$67K (Glassdoor est.),"About KinderCare Education Â

KinderCare Education operates more than 1,380 early learning centers, and more than 560 Champions sites, supported by a corporate team of nearly 600 headquarters employees in Portland, Oregon. In 2019, KinderCare Education earned their third Gallup Great Workplace Award â"" one of only 39 companies worldwide to win this award.

In neighborhoods with ourâ¯KinderCare Â â¯Learning Centers â¯that offer early childhood education and child care for children six weeks to 12 years old
At work through KinderCare Education at Workâ¢, family benefits for employers including on-site and near-site early learning centers and back-up care for last-minute child care
In local schools with ourâ¯Champions Â â¯before and after-school programs.
Job Summary:
KinderCare Education is looking for a Senior Full Stack .Net Developer to help build products that can help shape the early childhood education industry. This position will be responsible for leading feature development, within an Agile team, supporting our center management solutions. As a senior contributor to the team, this role will be critical in the transformation of our solutions as we look to leverage cloud-based services and hosting to provide innovative capabilities.
Key responsibilities include:
â¢ Direct, analyze, and approve product design and changes
â¢ Recommend and design technical improvements to improve the reliability, productivity and scalability of the solution
â¢ Lead feature development through our SDLC process

Key desired skills and experience:
â¢ 7 years of hands-on C# .Net
â¢ Strong SQL Server database skills
â¢ Degree with major course work in computer information systems, computer science, or a related field is generally preferred
â¢ Experience with AngularJS or other JS frameworks
â¢ Experience with CSS 3.0, HTML 5.0 and jQuery
â¢ Design and develop Restful web services and enhance existing web services with web API
â¢ Writing automated unit and integration tests using nUnit and mocking
â¢ Experience working within an Agile development process
â¢ Demonstrable knowledge of software design principles â"" OOD, TDD, and GoF Patterns
â¢ Proven experience in contributing to team standards and providing mentoring to other developers

KinderCare Education employs more than 32,000 team members across 1,700 locations nationwide. Our devoted family of education providers leads the nation in accreditation and includes KinderCareÂ Learning Centers, KinderCare Education at WorkÂ, ChampionsÂ Before- and After-School Programs, Cambridge Schools â¢ , Knowledge BeginningsÂ and The Grove SchoolÂ.

KinderCare Education is an Equal Opportunity employer. All qualified applicants will receive consideration for employment without regard to race, national origin, age, sex, religion, disability, sexual orientation, marital status, military or veteran status, gender identity or expression, or any other basis protected by local, state, or federal law.",2.9,"KinderCare Education LLC
2.9","Portland, OR","Portland, OR",10000+ employees,1969,Subsidiary or Business Segment,Preschool & Child Care,Education,Unknown / Non-Applicable,-1
230,Senior DevOps Engineer,$36K-$67K (Glassdoor est.),"Senior DevOps Engineer
If you are a Senior DevOps Engineer with Azure experience, please read on!

Location: Remote (We're in Plano, TX)
Salary: $110,000 - $125,000
Full Time/Direct Hire

We are a diverse team that wears many hats with a primary role to keep our products and websites online and running. While developers are focusing on completing features and meeting feature requirements, the DevOps team is focusing on the underlying technologies to support those features and the plan to scale the application and to make it resilient to system failures. Besides making things work and keeping things running, we also build and manage several large internal services including automating repetitive tasks and finding ways to improve our systems. We improve our monitoring and metrics gathering so that we can detect issues earlier and handle them before any customers are impacted. We are looking for a candidate who thrives in a fast-paced environment and is interested in a rapidly growing company.
What You Need for this Position
- Knowledge and experience with Linux and managing Linux and Linux/Windows hybrid environments.

- Experience managing infrastructure as code with tools like Chef, Puppet, Ansible, Terraform, and Cloud Formation.

- Experience with and knowledge of CI/CD tools like Jenkins and/or Gitlab CI.

-Experience writing software using a modern high level language like Python, Ruby, PHP, C#, etc.

Experience writing software that utilizes 3rd party APIs.

- Experience working with an RDBMS like MySQL, Oracle, PostgreSQL, etc.

- An understanding of TCP/IP networking.
So, if you are a Senior DevOps Engineer with experience, please apply today! or send your resume to: erinn@cybercoders.com
-
Applicants must be authorized to work in the U.S.


CyberCoders, Inc is proud to be an Equal Opportunity Employer

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.

Your Right to Work In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.",4.2,"CyberCoders
4.2","Portland, OR","Irvine, CA",201 to 500 employees,1999,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1
231,Sr Java Developer,$36K-$67K (Glassdoor est.),"Sr Java Developer

Share

Job ID: FA-0100-540

Open Since: 2019-12-04

City: Portland
State: Oregon
Country: United States of America

Job Description:


Frontend Arts brings together the brightest minds to create breakthrough technology solutions, helping our customers gain a competitive advantage. We are continuously evolving how we work and how we look at business challenges, so we can continue to deliver measurable, sustainable solutions to our clients.

We are looking for a self-motivated ""Sr Java Developer"" with excellent communication and customer service skills.

Job Skills:
Strong Java programming skills.
Microservices and Docker
Web Services
Very good problem-solving skills
Excellent communication skills
Minimum Experience: 10 Yrs

Education:

Must have a Bachelor's degree, preferably in Computer Science or Engineering",4.5,"Frontend Arts
4.5","Portland, OR","Irving, TX",1 to 50 employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),-1
232,Monitoring Engineer/Senior Software Engineer,$36K-$67K (Glassdoor est.),"Scope and Responsibilities:

As a Senior Software Engineer, you?ll work with a variety of talented teams, serving as both a expert for internal users, as well as a driving force for performance, best practices, and data integrity within the environment. You will be required to understand and follow through with the entire data pipeline, from providing advice on proper data formats to app teams, to troubleshooting and tuning forwarders and search cluster, ultimately ensuring timely and accurate data is searchable 24x7.
Installing, configuring and maintaining log management solutions and tools
Design and build resilient, cost-efficient and scalable data pipelines/applications to transform and transport data to various reporting platforms
Build proactive monitoring solutions to detect failure across various components within pipeline
Conduct investigations for root cause analysis of problems or issues across data pipelines and platforms
Identify, analyze, and interpret trends or patterns in complex data sources
Adapt to rapidly growing ecosystem and integrate demanding technologies with reporting solutions to provide complementary solution
Plan, engineer, and implement robust and cost-effective computing environments, exploiting emerging technologies to provide compelling solutions.
Identify process improvements and build creative automated solutions.
Inspect, cleanse, enhance, and monitor the integrity of a variety of data sources.
Collaborate with the engineering team, application developers, management, and infrastructure teams to assess near- and long-term needs.
Improve the standards of the consumer?s experience by providing metric visibility into applications performance.
Serve in the role of technical subject matter expert, assisting in upholding search best practices, through user activity audits, and functional alerting.
Provide expertise to support groups that require performance and troubleshooting guidance, including query tuning and upholding best practices.
Participate in process development with customers and service providers.
Effectively communicate tool capabilities and processes to varying stakeholders.
Participate in on-call rotations
Experience Required:

What we’re looking for:
Bachelor’s degree in Computer Science, Information Technology, Mathematics, Business Administration, or a related field; or, an equivalent combination of education and related work experience.
Minimum of 5 years of experience with implementation, operations, maintenance of IT systems and/or administration of software functions in multi-platform and multi-system environments.
Strong knowledge of AWS architecture and services
Hands-on experience using compute, networking, storage, and database AWS services
Ability to identify and define technical requirements for an AWS-based application
Knowledge of recommended best practices for building secure and reliable applications on the AWS platform
An understanding of network technologies as they relate to AWS
An understanding of security features and tools that AWS provides and how they relate to traditional services
Experience with Orchestration tools like Terraform, Cloudformation
Strong Linux (Red Hat, CentOS) background with troubleshooting and administration skills
Experience with configuring/maintaining log interfaces/tools such as ryslog and syslog-ng
Experience implementing/maintaining log management tools like Splunk, ELK, Devo, Sumologic, Microsoft Operations Management Suite, nxlog
Experience implementing nxlog manager and managing nxlog collectors at scale
Understanding and experience with configuration management tools and concepts such as puppet, chef, Ansible, SCCM
Advanced scripting skills to include but not limited to: shell scripts and supporting program languages – python, bash, regular expression, perl
Experience with logging practices and log transport; data on-boarding; and field extractions
Understanding of nxlog configurations, modules and integrations with various applications
Strong communication skills and ability to interact with management and all teams involved in the operational or development process",4.5,"FlexIT Inc
4.5","Beaverton, OR",-1,Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
233,Sr. Software Engineer Java Springboot Microservices,$36K-$67K (Glassdoor est.),"Act-On Software, a leading provider of SaaS based Digital Marketing Services, is seeking a Senior Software Engineer for SaaS Enterprise development with the following skills and experience;
A minimum of five years experience in Java enterprise development
Ability and desire to function as a Site Reliability Engineer
Building Java Springboot based Microservices in orchestrated environments
Deploying, monitoring, troubleshooting services in a distributed SOA enterprise
Agile Systems Thinker who can work in a highly collaborative, fast paced, co-located team of teams as they innovate the systems and services of a next generation digital marketing platform for large enterprise clients.
Works with developers and product management to define and implement enterprise systems that ensure performance, scalability, maintainability, extensibility, and application integration with external systems.
Develops systems, infrastructure, database and data models to build an enterprise system for a SaaS based enterprise application that is resilient, available, performant, compliant and attractive to clients engaged in the production, tracking and management of creative assets, analytical results, and marketing campaigns.
Implements integrated software, hardware, hybrid cloud and mobile solutions.
Demonstrates innovative code development approaches, supports programming, database development and application integration efforts.
Proactively engages in all testing efforts including unit testing, load testing, end-to-end testing, validation testing, user acceptance testing, security scanning and penetration testing.
Experience with most of the following technologies:
Web services integrations (REST and SOAP)
Traditional SQL databases (PostgreSQL, MySQL, etc)
NoSQL databases (MongoDB, DynamoDB, etc)
Cloud Services (AWS, Azure, GCP)
JavaScript (Client and Server-side)
HTML/CSS
Containers and orchestration (Docker, Kubernetes, Cloud Foundry, etc)
Message Queues (Kafka, Kinesis, RabbitMQ, etc)
Build tools (Maven/Gradle, Bamboo, Jenkins, etc)
Experience with CRMs is a bonus.
Experience working with JavaScript frameworks/libraries such as React and Angular is a bonus.",2.8,"Act-On Software
2.8","Portland, OR","Portland, OR",51 to 200 employees,2008,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,HubSpot
234,Senior Software Engineer - Product Development,$36K-$67K (Glassdoor est.),"Loading...

Title: Senior Software Engineer

Location: Portland, OR

Type: Perm

Job #: WD8311281028

Note: This job is not open to C2C or 3rd party candidates.

IGNW is an engineering-based resourcing company headquartered in Portland, OR with GEO based teams in Seattle, WA / Austin & Dallas, TX / Southeast US / California. We have global partnerships to deliver the industry's top technical solutions and talent to every one of our clients. Some of our strategic partnerships include Google Cloud, Hashicorp, Puppet, Cisco, and Docker.

WHY IGNW?

So many reasons, one being IGNW has earned the Best of Staffing Award for providing remarkable service to job seekers, hiring managers and current contractors. Check it out! https://www.bestofstaffing.com/agencies/ignw/

Take a look and see if this is a match…. or any other jobs posted!

Project Scope:

Our client is looking for a Senior Software Engineer to be responsible for designing and implementing the software that drives our SaaS platform. In this role, you will work with cutting edge tools to develop code that is reliable, maintainable, and scalable. You’ll work full stack, from building microservices in AWS, to creating compelling experiences in the web.

Responsibilities:
Work across the stack to from UI to database
Leverage AWS to deliver efficient, cloud-native solutions
Write unit, integration, and functional tests, and guide others in doing the same
Document software designs and project tasks
Review functional requirements and analyze their impact on schedule and software design
Provide technical leadership, mentoring and direction to other team members
Design and develop REST APIs and other code that is reliable, maintainable, and extendable
Participate in design/code reviews
Translate business needs and requirements into technical specifications
Review functional requirements and analyze their impact on schedule and software design
Requirements:
Javascript
Modern Server Frameworks - Node, Spark or Sprint Boot
Modern Web UI Frameworks - Angular or React
Cloud Native Development - Build and deploy in AWS, Azure, or Google
Microservices
REST APIs
Design Principles and Patterns
OO/Functional Programing
Unit Testing
Scrum/Agile SDLC
Please note: Candidates may need to pass a drug and/or background check.

Please send in your resume today and be sure to get a quick response from one of our onsite recruiters: resumes@ignw.io

Check out our reviews here: glassdoor.com

To view other IGNW opportunities please visit https://www.ignw.io/jobs

#IGNW",4.9,"IGNW
4.9","Portland, OR","Portland, OR",201 to 500 employees,2015,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),Slalom
